pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
Titanic,Romance,1.86,0.23,-0.18,1.36,0.77,1.18
Titanic,Romance,1.86,-0.04,-0.39,-0.38,1.6,1.18
Inception,Ciencia Ficcion,-0.25,-1.52,-1.48,2.66,-1.65,-1.69
Inception,Ciencia Ficcion,-0.25,1.59,1.6,0.49,-0.21,1.18
La La Land,Musical,-1.15,1.56,2.06,0.06,0.92,1.18
The Dark Knight,Accion,-0.07,-1.0,-0.97,0.92,-0.38,-1.69
Fight Club,Drama,-0.65,1.44,1.64,-0.38,-1.54,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.1,-1.01,0.92,0.82,1.18
Fight Club,Drama,-0.65,1.06,1.25,1.36,-0.38,-0.25
The Lord of the Rings,Fantasia,1.1,-0.14,-0.36,-1.25,1.22,1.18
Gladiator,Accion,0.06,-0.74,-0.75,0.92,1.64,1.18
La La Land,Musical,-1.15,1.31,1.78,1.36,-0.17,1.18
La La Land,Musical,-1.15,-0.07,0.2,1.36,0.06,-0.25
Gladiator,Accion,0.06,2.17,2.0,-1.25,-0.65,1.18
Coco,Infantil,-2.18,1.01,2.09,1.79,0.75,1.18
The Godfather,Crimen,0.96,0.33,0.06,0.49,1.47,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.87,-0.81,0.92,0.56,-0.25
Inception,Ciencia Ficcion,-0.25,1.36,1.37,0.49,-1.47,1.18
The Godfather,Crimen,0.96,0.56,0.25,-0.38,1.31,1.18
Pulp Fiction,Crimen,0.02,-0.87,-0.86,1.79,0.03,-0.25
The Dark Knight,Accion,-0.07,-1.6,-1.55,-1.25,1.37,1.18
The Dark Knight,Accion,-0.07,0.71,0.67,3.09,-0.54,-0.25
Gladiator,Accion,0.06,0.61,0.53,1.36,0.68,-0.25
Titanic,Romance,1.86,-1.27,-1.31,0.49,1.0,1.18
The Matrix,Ciencia Ficcion,-0.79,1.49,1.77,0.06,0.31,1.18
Fight Club,Drama,-0.65,-1.57,-1.52,-1.25,0.46,-0.25
Inception,Ciencia Ficcion,-0.25,1.46,1.47,0.92,-0.41,1.18
The Godfather,Crimen,0.96,0.31,0.04,-0.81,-0.35,-0.25
Fight Club,Drama,-0.65,0.28,0.43,0.49,-1.72,-0.25
Titanic,Romance,1.86,-0.52,-0.75,-0.38,-0.89,-1.69
The Godfather,Crimen,0.96,-1.6,-1.56,-0.81,0.64,-0.25
La La Land,Musical,-1.15,1.16,1.61,0.06,1.15,1.18
Avengers: Endgame,Accion,1.23,1.09,0.61,-1.25,0.08,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.01,0.08,-0.38,-1.23,-0.25
Pulp Fiction,Crimen,0.02,-0.32,-0.34,0.49,-0.04,-0.25
Coco,Infantil,-2.18,-0.85,-0.49,-0.38,-0.91,-1.69
Pulp Fiction,Crimen,0.02,-0.01,-0.05,0.49,-1.15,-0.25
Fight Club,Drama,-0.65,-0.77,-0.68,-0.81,-0.78,-1.69
Fight Club,Drama,-0.65,-0.52,-0.42,3.09,1.38,1.18
Coco,Infantil,-2.18,-0.02,0.66,1.79,-1.32,-0.25
Fight Club,Drama,-0.65,-1.57,-1.52,-1.25,1.69,1.18
Coco,Infantil,-2.18,-0.02,0.66,-1.25,-0.69,-0.25
The Godfather,Crimen,0.96,-1.32,-1.33,-0.81,0.46,1.18
Coco,Infantil,-2.18,-1.3,-1.12,-1.25,-0.41,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.64,-0.58,0.92,-1.67,-1.69
Coco,Infantil,-2.18,-0.27,0.31,-1.25,-1.04,-0.25
Avengers: Endgame,Accion,1.23,0.84,0.41,-0.38,-0.61,-0.25
La La Land,Musical,-1.15,0.18,0.49,-0.38,-0.38,-0.25
Coco,Infantil,-2.18,1.01,2.09,-1.25,0.54,1.18
Interstellar,Ciencia Ficcion,0.69,2.02,1.57,2.23,-0.89,1.18
Coco,Infantil,-2.18,-1.05,-0.77,0.92,1.51,1.18
Fight Club,Drama,-0.65,-1.07,-1.0,-1.25,-0.02,-0.25
Avengers: Endgame,Accion,1.23,-0.04,-0.3,1.36,-0.74,-1.69
The Matrix,Ciencia Ficcion,-0.79,1.61,1.9,0.49,0.64,1.18
The Lord of the Rings,Fantasia,1.1,0.79,0.4,-0.81,-0.15,-0.25
Avengers: Endgame,Accion,1.23,2.04,1.38,-1.25,-0.2,1.18
Titanic,Romance,1.86,1.09,0.46,0.06,-0.27,-0.25
The Lord of the Rings,Fantasia,1.1,1.89,1.31,2.23,-0.76,-0.25
Inception,Ciencia Ficcion,-0.25,1.16,1.18,0.49,-0.25,-0.25
Inception,Ciencia Ficcion,-0.25,0.33,0.36,-1.25,1.33,1.18
Titanic,Romance,1.86,1.39,0.68,0.06,0.35,-0.25
Avengers: Endgame,Accion,1.23,-0.44,-0.62,-0.38,1.1,1.18
The Godfather,Crimen,0.96,0.33,0.06,-1.25,1.4,1.18
Titanic,Romance,1.86,-0.54,-0.77,-0.81,-1.72,-1.69
La La Land,Musical,-1.15,-0.69,-0.52,-0.81,1.3,1.18
The Lord of the Rings,Fantasia,1.1,1.72,1.17,1.79,-0.34,-0.25
The Lord of the Rings,Fantasia,1.1,-0.34,-0.53,-0.38,1.0,-0.25
Fight Club,Drama,-0.65,-0.22,-0.1,0.49,0.86,-0.25
Gladiator,Accion,0.06,-0.24,-0.27,0.06,0.19,-0.25
The Dark Knight,Accion,-0.07,-0.37,-0.37,0.06,-0.49,-1.69
Interstellar,Ciencia Ficcion,0.69,1.09,0.77,-1.25,0.16,-0.25
The Lord of the Rings,Fantasia,1.1,-0.87,-0.96,-0.81,0.59,-0.25
The Matrix,Ciencia Ficcion,-0.79,1.01,1.26,-1.25,-0.47,-0.25
Titanic,Romance,1.86,1.34,0.64,-1.25,-0.94,-0.25
The Shawshank Redemption,Suspenso,-0.43,1.24,1.33,0.92,0.66,-0.25
Coco,Infantil,-2.18,-0.22,0.38,1.36,-0.61,-0.25
Gladiator,Accion,0.06,-0.29,-0.32,1.79,1.48,1.18
The Lord of the Rings,Fantasia,1.1,-1.17,-1.21,1.36,-1.72,-1.69
Titanic,Romance,1.86,0.08,-0.3,0.49,-0.14,-0.25
Pulp Fiction,Crimen,0.02,-0.69,-0.7,0.06,-1.35,-1.69
Gladiator,Accion,0.06,0.18,0.13,-1.25,0.77,-0.25
The Godfather,Crimen,0.96,1.49,1.02,1.36,1.49,1.18
Interstellar,Ciencia Ficcion,0.69,-0.29,-0.43,-0.38,0.62,-0.25
Forrest Gump,Drama,-0.52,-1.57,-1.53,0.06,-1.72,-1.69
Forrest Gump,Drama,-0.52,0.18,0.28,0.92,-1.72,-0.25
Fight Club,Drama,-0.65,1.49,1.7,0.06,-0.09,1.18
Fight Club,Drama,-0.65,-1.02,-0.94,0.49,0.88,1.18
The Godfather,Crimen,0.96,-1.27,-1.28,-1.25,-0.51,-0.25
The Shawshank Redemption,Suspenso,-0.43,1.64,1.74,1.36,0.3,1.18
Fight Club,Drama,-0.65,0.38,0.54,-0.38,-1.64,-0.25
The Dark Knight,Accion,-0.07,1.19,1.13,0.06,1.4,1.18
The Lord of the Rings,Fantasia,1.1,-0.01,-0.25,0.49,1.31,1.18
Interstellar,Ciencia Ficcion,0.69,0.94,0.64,-0.81,0.29,-0.25
Avengers: Endgame,Accion,1.23,1.31,0.8,1.79,-0.75,-0.25
Titanic,Romance,1.86,-0.27,-0.56,0.49,-0.66,-1.69
Avengers: Endgame,Accion,1.23,0.46,0.11,0.49,0.28,-0.25
The Godfather,Crimen,0.96,0.59,0.27,-1.25,-0.57,-0.25
Inception,Ciencia Ficcion,-0.25,-0.44,-0.41,1.36,-1.41,-1.69
Titanic,Romance,1.86,-1.5,-1.48,0.49,1.22,1.18
Titanic,Romance,1.86,-0.34,-0.62,-0.38,0.46,-0.25
Pulp Fiction,Crimen,0.02,-1.5,-1.46,0.92,-0.33,-1.69
The Godfather,Crimen,0.96,1.99,1.44,0.06,-0.71,1.18
The Godfather,Crimen,0.96,0.49,0.18,-0.81,0.28,-0.25
Forrest Gump,Drama,-0.52,1.82,1.96,0.06,1.66,1.18
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,-0.81,-0.4,1.18
Avengers: Endgame,Accion,1.23,0.06,-0.22,-1.25,-0.65,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.59,-0.53,1.79,1.61,1.18
The Matrix,Ciencia Ficcion,-0.79,-1.07,-0.98,-0.38,1.11,1.18
Coco,Infantil,-2.18,-0.32,0.24,0.49,-1.66,-0.25
The Dark Knight,Accion,-0.07,-0.9,-0.88,-1.25,-1.59,-1.69
La La Land,Musical,-1.15,1.59,2.09,0.92,-0.39,1.18
Coco,Infantil,-2.18,0.56,1.46,1.79,0.5,1.18
Inception,Ciencia Ficcion,-0.25,-0.92,-0.88,-0.81,-1.72,-1.69
Titanic,Romance,1.86,0.26,-0.17,-0.38,-0.1,-0.25
Forrest Gump,Drama,-0.52,-0.49,-0.41,-0.38,-0.61,-1.69
Inception,Ciencia Ficcion,-0.25,-1.22,-1.18,1.79,1.6,1.18
Titanic,Romance,1.86,-1.52,-1.5,0.92,-1.56,-1.69
The Dark Knight,Accion,-0.07,1.49,1.42,0.92,1.49,1.18
The Matrix,Ciencia Ficcion,-0.79,0.38,0.58,-1.25,-0.61,-0.25
The Godfather,Crimen,0.96,0.16,-0.09,0.06,0.82,1.18
Fight Club,Drama,-0.65,1.14,1.33,1.36,-1.06,-0.25
Avengers: Endgame,Accion,1.23,-0.29,-0.5,-0.81,-0.77,-1.69
Fight Club,Drama,-0.65,-0.39,-0.28,0.92,-1.12,-1.69
The Lord of the Rings,Fantasia,1.1,1.26,0.79,0.06,-1.25,-0.25
Gladiator,Accion,0.06,1.11,1.0,0.49,-1.19,-0.25
Pulp Fiction,Crimen,0.02,0.16,0.12,-0.81,-0.19,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.87,-0.81,0.49,0.39,-0.25
The Dark Knight,Accion,-0.07,0.84,0.79,1.36,0.72,-0.25
Pulp Fiction,Crimen,0.02,-0.92,-0.91,-0.38,-1.72,-1.69
The Lord of the Rings,Fantasia,1.1,-0.49,-0.65,-0.38,-0.1,-0.25
The Lord of the Rings,Fantasia,1.1,-0.85,-0.94,1.36,-0.68,-1.69
The Shawshank Redemption,Suspenso,-0.43,0.56,0.64,-0.38,0.65,-0.25
La La Land,Musical,-1.15,1.59,2.09,0.06,-1.45,1.18
Titanic,Romance,1.86,0.21,-0.2,1.79,-1.22,-1.69
Pulp Fiction,Crimen,0.02,-1.32,-1.29,0.06,-1.49,-1.69
The Matrix,Ciencia Ficcion,-0.79,-0.69,-0.58,0.49,-0.43,-1.69
The Shawshank Redemption,Suspenso,-0.43,0.28,0.36,0.92,0.29,-0.25
The Lord of the Rings,Fantasia,1.1,0.46,0.13,-0.81,1.69,1.18
The Matrix,Ciencia Ficcion,-0.79,0.31,0.5,-1.25,1.69,1.18
The Godfather,Crimen,0.96,1.77,1.25,-1.25,1.07,1.18
Forrest Gump,Drama,-0.52,-1.05,-0.98,2.66,1.46,1.18
The Matrix,Ciencia Ficcion,-0.79,1.79,2.09,0.92,1.17,1.18
Titanic,Romance,1.86,0.96,0.36,-0.38,-0.7,-0.25
Fight Club,Drama,-0.65,0.61,0.77,-1.25,0.39,-0.25
Pulp Fiction,Crimen,0.02,1.49,1.38,-1.25,0.89,1.18
Titanic,Romance,1.86,-0.27,-0.56,1.79,-0.22,-1.69
Gladiator,Accion,0.06,0.36,0.29,0.92,-1.1,-0.25
Avengers: Endgame,Accion,1.23,-1.4,-1.39,0.92,-0.51,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.24,-0.38,0.49,1.34,1.18
The Lord of the Rings,Fantasia,1.1,-0.12,-0.34,0.06,0.68,-0.25
Avengers: Endgame,Accion,1.23,-0.29,-0.5,-0.38,0.06,-0.25
Avengers: Endgame,Accion,1.23,-1.55,-1.52,1.79,1.65,1.18
The Shawshank Redemption,Suspenso,-0.43,-0.09,-0.02,0.92,-0.92,-0.25
The Dark Knight,Accion,-0.07,-1.55,-1.5,0.49,-0.13,-0.25
Gladiator,Accion,0.06,0.61,0.53,-0.38,-0.53,-0.25
Fight Club,Drama,-0.65,1.61,1.83,-0.38,0.05,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.22,-0.07,-0.81,0.23,-0.25
Forrest Gump,Drama,-0.52,-0.44,-0.36,-0.81,1.18,1.18
Titanic,Romance,1.86,-0.62,-0.82,-0.38,0.34,-0.25
The Godfather,Crimen,0.96,0.61,0.29,0.92,0.47,-0.25
Interstellar,Ciencia Ficcion,0.69,0.86,0.57,1.36,1.02,1.18
Inception,Ciencia Ficcion,-0.25,0.03,0.06,-0.81,-0.63,-0.25
Gladiator,Accion,0.06,0.84,0.74,3.09,-0.81,-0.25
Avengers: Endgame,Accion,1.23,0.51,0.15,-1.25,-0.24,-0.25
Forrest Gump,Drama,-0.52,-0.52,-0.44,0.06,1.56,1.18
Inception,Ciencia Ficcion,-0.25,1.01,1.03,-0.38,1.02,1.18
Interstellar,Ciencia Ficcion,0.69,1.41,1.05,1.79,-0.07,-0.25
The Dark Knight,Accion,-0.07,1.16,1.1,-0.38,1.01,1.18
The Dark Knight,Accion,-0.07,-1.5,-1.46,2.66,0.12,-0.25
Pulp Fiction,Crimen,0.02,0.23,0.19,0.49,-0.22,-0.25
Coco,Infantil,-2.18,-0.62,-0.18,1.79,-1.62,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.54,-0.64,1.79,-0.09,-0.25
Interstellar,Ciencia Ficcion,0.69,0.03,-0.14,-1.25,-1.26,-1.69
Inception,Ciencia Ficcion,-0.25,0.81,0.83,0.06,0.97,1.18
Forrest Gump,Drama,-0.52,0.86,0.98,-1.25,-0.17,-0.25
Titanic,Romance,1.86,-0.9,-1.03,0.49,1.48,1.18
The Shawshank Redemption,Suspenso,-0.43,0.64,0.72,0.49,-0.66,-0.25
Coco,Infantil,-2.18,-0.34,0.21,-1.25,-0.82,-0.25
Inception,Ciencia Ficcion,-0.25,-1.27,-1.23,-1.25,-1.27,-1.69
The Godfather,Crimen,0.96,-1.15,-1.18,1.79,-0.45,-0.25
Avengers: Endgame,Accion,1.23,-1.2,-1.23,-1.25,1.02,-0.25
The Dark Knight,Accion,-0.07,0.76,0.72,0.06,-0.71,-0.25
Avengers: Endgame,Accion,1.23,0.61,0.23,1.36,0.82,-0.25
The Dark Knight,Accion,-0.07,-0.95,-0.93,-0.38,0.31,-0.25
Pulp Fiction,Crimen,0.02,0.06,0.02,0.92,0.04,-0.25
Titanic,Romance,1.86,-1.05,-1.14,-0.38,-0.48,-0.25
The Godfather,Crimen,0.96,0.91,0.54,-0.38,0.66,-0.25
The Dark Knight,Accion,-0.07,-0.44,-0.44,-1.25,-0.45,-1.69
Inception,Ciencia Ficcion,-0.25,0.69,0.7,-0.38,-1.72,-0.25
The Godfather,Crimen,0.96,-1.6,-1.56,0.49,-0.6,-1.69
Inception,Ciencia Ficcion,-0.25,-1.2,-1.16,-0.38,-0.72,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.19,-0.12,-0.81,-1.72,-1.69
The Shawshank Redemption,Suspenso,-0.43,-1.22,-1.17,0.49,-0.15,-0.25
Avengers: Endgame,Accion,1.23,0.69,0.29,-0.81,-0.48,-0.25
The Dark Knight,Accion,-0.07,-0.42,-0.42,0.49,0.31,-0.25
The Dark Knight,Accion,-0.07,-1.2,-1.17,0.49,-0.06,-0.25
Forrest Gump,Drama,-0.52,0.21,0.31,0.92,-0.18,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.54,-0.48,-0.38,-0.62,-1.69
Titanic,Romance,1.86,1.89,1.06,-0.38,0.78,1.18
Titanic,Romance,1.86,1.16,0.51,-1.25,-1.72,-0.25
Gladiator,Accion,0.06,-0.04,-0.09,2.23,0.93,1.18
Gladiator,Accion,0.06,-0.8,-0.8,-1.25,1.09,1.18
Pulp Fiction,Crimen,0.02,0.91,0.83,0.92,0.94,1.18
The Shawshank Redemption,Suspenso,-0.43,-1.35,-1.3,0.49,-1.35,-1.69
Inception,Ciencia Ficcion,-0.25,-1.17,-1.13,-0.38,-0.57,-0.25
Inception,Ciencia Ficcion,-0.25,1.99,1.99,-0.38,1.04,1.18
Fight Club,Drama,-0.65,-0.67,-0.57,-0.81,1.45,1.18
The Godfather,Crimen,0.96,-1.35,-1.35,0.06,-0.07,-0.25
The Matrix,Ciencia Ficcion,-0.79,-1.27,-1.2,0.92,0.35,-0.25
Avengers: Endgame,Accion,1.23,-0.74,-0.87,0.06,1.36,1.18
Gladiator,Accion,0.06,1.06,0.96,1.36,-0.23,-0.25
Avengers: Endgame,Accion,1.23,-0.47,-0.64,0.49,-1.07,-1.69
The Dark Knight,Accion,-0.07,-0.69,-0.68,0.92,-1.08,-1.69
Pulp Fiction,Crimen,0.02,0.79,0.71,-0.81,0.11,-0.25
Titanic,Romance,1.86,-1.0,-1.11,0.92,-0.69,-1.69
The Matrix,Ciencia Ficcion,-0.79,0.08,0.26,-0.38,0.78,1.18
Interstellar,Ciencia Ficcion,0.69,-0.32,-0.45,0.06,-0.85,-1.69
Pulp Fiction,Crimen,0.02,-1.6,-1.55,-1.25,-1.11,-1.69
Interstellar,Ciencia Ficcion,0.69,1.44,1.07,0.06,0.35,-0.25
The Lord of the Rings,Fantasia,1.1,-1.32,-1.33,0.92,-0.28,-0.25
The Shawshank Redemption,Suspenso,-0.43,0.01,0.08,0.49,0.18,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.17,-0.32,0.92,0.16,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.4,-1.38,-0.38,-0.44,-1.69
Avengers: Endgame,Accion,1.23,-1.6,-1.56,-1.25,1.18,1.18
The Lord of the Rings,Fantasia,1.1,-0.49,-0.65,-0.81,0.52,1.18
Forrest Gump,Drama,-0.52,-1.1,-1.03,-0.81,-0.22,-0.25
La La Land,Musical,-1.15,0.28,0.6,-0.38,0.43,-0.25
Forrest Gump,Drama,-0.52,0.49,0.59,-1.25,-0.4,-0.25
Forrest Gump,Drama,-0.52,0.79,0.9,0.49,0.12,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.64,-0.58,-0.81,0.93,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.9,-0.79,0.49,-0.46,-1.69
Pulp Fiction,Crimen,0.02,-0.52,-0.53,0.92,0.23,-0.25
Pulp Fiction,Crimen,0.02,-0.59,-0.6,0.49,0.58,-0.25
Coco,Infantil,-2.18,0.11,0.83,-0.38,-0.14,-0.25
The Dark Knight,Accion,-0.07,-1.45,-1.41,1.79,1.47,1.18
Forrest Gump,Drama,-0.52,0.49,0.59,1.36,0.0,-0.25
The Shawshank Redemption,Suspenso,-0.43,1.94,2.04,0.49,-1.21,1.18
The Dark Knight,Accion,-0.07,-0.54,-0.54,0.92,-1.72,-1.69
La La Land,Musical,-1.15,-0.95,-0.8,-0.81,-0.03,-0.25
The Godfather,Crimen,0.96,1.04,0.65,0.49,0.14,-0.25
The Dark Knight,Accion,-0.07,0.33,0.31,1.79,0.36,-0.25
Avengers: Endgame,Accion,1.23,0.11,-0.18,-0.81,0.55,-0.25
Avengers: Endgame,Accion,1.23,0.79,0.37,-1.25,-0.52,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.77,-0.66,0.92,1.18,1.18
Gladiator,Accion,0.06,0.84,0.74,0.92,0.78,1.18
Interstellar,Ciencia Ficcion,0.69,2.09,1.64,-1.25,-1.36,1.18
Forrest Gump,Drama,-0.52,-1.22,-1.16,0.92,0.75,-0.25
Coco,Infantil,-2.18,1.01,2.09,-1.25,1.26,1.18
The Lord of the Rings,Fantasia,1.1,0.66,0.3,-0.81,0.37,-0.25
Coco,Infantil,-2.18,0.23,1.01,-1.25,1.05,1.18
Gladiator,Accion,0.06,0.94,0.84,-0.81,1.25,1.18
Titanic,Romance,1.86,-0.02,-0.37,-1.25,-0.42,-0.25
The Dark Knight,Accion,-0.07,-1.02,-1.0,-0.38,-1.36,-1.69
The Shawshank Redemption,Suspenso,-0.43,0.41,0.49,-1.25,1.11,-0.25
La La Land,Musical,-1.15,0.03,0.32,-1.25,-0.16,-0.25
Interstellar,Ciencia Ficcion,0.69,0.74,0.46,-0.81,-1.08,-0.25
Pulp Fiction,Crimen,0.02,1.21,1.12,0.49,0.21,-0.25
Inception,Ciencia Ficcion,-0.25,0.03,0.06,2.23,-1.72,-0.25
Interstellar,Ciencia Ficcion,0.69,-0.54,-0.64,-1.25,0.68,1.18
La La Land,Musical,-1.15,-0.07,0.2,-1.25,-0.52,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.18,0.37,0.92,0.47,-0.25
Titanic,Romance,1.86,-0.39,-0.65,0.92,-0.1,-0.25
The Matrix,Ciencia Ficcion,-0.79,1.29,1.55,-1.25,1.11,1.18
La La Land,Musical,-1.15,-1.55,-1.49,-1.25,-1.25,-1.69
Avengers: Endgame,Accion,1.23,1.72,1.12,1.36,-1.0,-0.25
The Dark Knight,Accion,-0.07,-1.12,-1.09,-1.25,0.5,-0.25
The Godfather,Crimen,0.96,0.03,-0.19,0.92,0.44,-0.25
Avengers: Endgame,Accion,1.23,0.06,-0.22,0.92,-0.79,-1.69
The Matrix,Ciencia Ficcion,-0.79,1.11,1.36,-0.81,0.7,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.8,-0.69,1.36,-0.84,-1.69
The Shawshank Redemption,Suspenso,-0.43,-0.14,-0.07,-0.38,0.15,-0.25
The Dark Knight,Accion,-0.07,-0.54,-0.54,-1.25,-0.92,-1.69
Interstellar,Ciencia Ficcion,0.69,-0.74,-0.82,0.06,-1.1,-1.69
The Godfather,Crimen,0.96,-0.52,-0.65,-0.81,0.55,-0.25
Gladiator,Accion,0.06,0.81,0.72,-1.25,1.23,1.18
Inception,Ciencia Ficcion,-0.25,-0.62,-0.59,-1.25,1.65,1.18
Forrest Gump,Drama,-0.52,-0.04,0.05,0.92,-0.08,-0.25
Pulp Fiction,Crimen,0.02,0.36,0.31,-0.38,0.92,-0.25
The Matrix,Ciencia Ficcion,-0.79,-0.44,-0.31,-1.25,1.18,1.18
The Dark Knight,Accion,-0.07,0.86,0.81,0.06,1.04,-0.25
Forrest Gump,Drama,-0.52,0.86,0.98,-1.25,0.53,-0.25
Avengers: Endgame,Accion,1.23,-1.17,-1.21,-0.81,0.97,1.18
Pulp Fiction,Crimen,0.02,1.89,1.76,-1.25,0.04,1.18
La La Land,Musical,-1.15,0.59,0.95,0.49,0.59,-0.25
Coco,Infantil,-2.18,-0.59,-0.14,-0.81,-0.93,-1.69
Pulp Fiction,Crimen,0.02,1.69,1.57,0.06,1.69,1.18
Coco,Infantil,-2.18,1.01,2.09,-0.38,1.48,1.18
Gladiator,Accion,0.06,0.51,0.44,3.09,-1.07,-0.25
Gladiator,Accion,0.06,1.39,1.26,-0.81,0.77,-0.25
Avengers: Endgame,Accion,1.23,1.24,0.73,-0.38,-1.16,-0.25
Gladiator,Accion,0.06,-0.9,-0.89,-1.25,0.23,-0.25
The Lord of the Rings,Fantasia,1.1,-0.34,-0.53,0.06,-0.02,-0.25
Fight Club,Drama,-0.65,0.54,0.69,-1.25,-1.72,-0.25
Fight Club,Drama,-0.65,-0.49,-0.39,1.36,-0.15,-0.25
Pulp Fiction,Crimen,0.02,-0.24,-0.27,1.36,-1.57,-1.69
Gladiator,Accion,0.06,0.41,0.34,3.53,0.08,-0.25
The Shawshank Redemption,Suspenso,-0.43,1.99,2.09,0.06,-0.75,1.18
The Matrix,Ciencia Ficcion,-0.79,-0.27,-0.12,1.36,-0.67,-1.69
Forrest Gump,Drama,-0.52,-0.14,-0.05,3.09,-0.8,-0.25
Forrest Gump,Drama,-0.52,-0.95,-0.88,0.49,0.41,-0.25
Fight Club,Drama,-0.65,0.21,0.35,0.49,-0.56,-0.25
Pulp Fiction,Crimen,0.02,0.49,0.42,0.06,0.25,-0.25
Avengers: Endgame,Accion,1.23,1.29,0.77,-0.81,-0.33,-0.25
The Dark Knight,Accion,-0.07,0.23,0.21,-1.25,0.45,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.47,-1.45,-0.81,-0.01,-0.25
Interstellar,Ciencia Ficcion,0.69,2.07,1.62,-1.25,-1.11,1.18
Fight Club,Drama,-0.65,-0.19,-0.07,0.49,0.16,-0.25
La La Land,Musical,-1.15,-0.97,-0.83,-1.25,0.34,-0.25
The Dark Knight,Accion,-0.07,1.97,1.88,0.49,0.43,1.18
The Lord of the Rings,Fantasia,1.1,1.44,0.94,0.06,-1.49,-0.25
The Lord of the Rings,Fantasia,1.1,-0.64,-0.77,-1.25,-0.5,-1.69
Fight Club,Drama,-0.65,0.91,1.09,-1.25,-0.38,-0.25
Interstellar,Ciencia Ficcion,0.69,-1.05,-1.08,-1.25,-1.72,-1.69
La La Land,Musical,-1.15,1.11,1.55,0.92,-0.11,1.18
The Dark Knight,Accion,-0.07,0.41,0.38,0.92,-0.98,-0.25
La La Land,Musical,-1.15,-1.6,-1.55,0.06,-0.55,-1.69
Gladiator,Accion,0.06,-0.8,-0.8,-0.81,-0.67,-1.69
Pulp Fiction,Crimen,0.02,1.16,1.07,0.92,0.83,1.18
Avengers: Endgame,Accion,1.23,-1.07,-1.13,0.92,1.11,1.18
Forrest Gump,Drama,-0.52,0.03,0.13,0.06,-0.12,-0.25
The Shawshank Redemption,Suspenso,-0.43,-0.9,-0.84,0.06,1.35,1.18
The Godfather,Crimen,0.96,-0.02,-0.24,-1.25,-0.12,-0.25
Coco,Infantil,-2.18,1.01,2.09,0.06,1.42,1.18
Coco,Infantil,-2.18,1.01,2.09,1.79,-1.1,1.18
Pulp Fiction,Crimen,0.02,-1.4,-1.36,-1.25,-0.47,-1.69
Gladiator,Accion,0.06,-0.69,-0.7,1.79,-0.82,-1.69
Titanic,Romance,1.86,1.77,0.96,1.79,-0.82,-0.25
Interstellar,Ciencia Ficcion,0.69,0.38,0.16,0.92,0.53,-0.25
Coco,Infantil,-2.18,-0.82,-0.46,2.23,1.27,1.18
Gladiator,Accion,0.06,-0.87,-0.87,-0.38,0.13,-0.25
Coco,Infantil,-2.18,0.01,0.69,-0.38,0.38,-0.25
Titanic,Romance,1.86,-0.17,-0.49,-1.25,1.69,1.18
La La Land,Musical,-1.15,-0.52,-0.32,-1.25,-0.01,-0.25
Fight Club,Drama,-0.65,-1.35,-1.29,0.49,-0.15,-0.25
The Dark Knight,Accion,-0.07,1.87,1.78,2.23,1.18,1.18
Forrest Gump,Drama,-0.52,-1.12,-1.06,-0.38,-1.1,-1.69
The Matrix,Ciencia Ficcion,-0.79,1.44,1.71,1.79,1.44,1.18
Fight Club,Drama,-0.65,0.86,1.04,-1.25,1.35,1.18
Pulp Fiction,Crimen,0.02,0.13,0.09,0.49,0.49,-0.25
Fight Club,Drama,-0.65,-0.09,0.03,0.06,-1.72,-0.25
Pulp Fiction,Crimen,0.02,-1.05,-1.03,0.06,0.65,-0.25
The Matrix,Ciencia Ficcion,-0.79,0.26,0.45,-1.25,0.03,-0.25
Inception,Ciencia Ficcion,-0.25,-1.42,-1.38,-1.25,-0.47,-0.25
Titanic,Romance,1.86,-1.12,-1.2,-1.25,-0.57,-1.69
Forrest Gump,Drama,-0.52,-1.25,-1.19,1.36,-0.38,-1.69
La La Land,Musical,-1.15,0.61,0.97,-1.25,-1.19,-0.25
The Shawshank Redemption,Suspenso,-0.43,-1.37,-1.32,-0.81,1.49,1.18
The Shawshank Redemption,Suspenso,-0.43,0.33,0.41,0.49,-1.66,-0.25
Titanic,Romance,1.86,-1.27,-1.31,0.06,-0.3,-1.69
